Peach County, Georgia $ 204,217 $ 1,146 $ 767
Randolph County, North Carolina $ 204,162 $ 1,146 $ 835
Jeff Davis County, Texas $ 204,006 $ 1,145 $ 720
Grant County, Wisconsin $ 203,957 $ 1,145 $ 782
Lyon County, Minnesota $ 203,957 $ 1,145 $ 781
Meade County, Kentucky $ 203,548 $ 1,142 $ 782
Clark County, Kentucky $ 203,505 $ 1,142 $ 775
Ouachita Parish, Louisiana $ 203,434 $ 1,142 $ 664
Carroll County, Arkansas $ 203,422 $ 1,142 $ 734
Marion County, Iowa $ 203,320 $ 1,141 $ 790
Sullivan County, Pennsylvania $ 203,225 $ 1,140 $ 802
Hampshire County, West Virginia $ 203,175 $ 1,140 $ 804
Washington County, New York $ 203,047 $ 1,139 $ 766
Webb County, Texas $ 202,894 $ 1,139 $ 646
Cooper County, Missouri $ 202,890 $ 1,139 $ 803
Bledsoe County, Tennessee $ 202,796 $ 1,138 $ 794
Harrison County, Kentucky $ 202,588 $ 1,137 $ 762
Lycoming County, Pennsylvania $ 202,530 $ 1,137 $ 790
Woodford County, Illinois $ 202,494 $ 1,136 $ 813
Nottoway County, Virginia $ 202,389 $ 1,136 $ 780
McPherson County, Kansas $ 202,386 $ 1,136 $ 772
Simpson County, Kentucky $ 202,323 $ 1,135 $ 734
Beaufort County, North Carolina $ 202,232 $ 1,135 $ 753
Laurens County, South Carolina $ 202,214 $ 1,135 $ 1,013
White Pine County, Nevada $ 202,140 $ 1,134 $ 868
Jackson County, Wisconsin $ 201,875 $ 1,133 $ 741
Oglethorpe County, Georgia $ 201,777 $ 1,132 $ 720
Chase County, Nebraska $ 201,756 $ 1,132 $ 691
Sebastian County, Arkansas $ 201,670 $ 1,132 $ 702
Putnam County, Indiana $ 201,544 $ 1,131 $ 768
Rhea County, Tennessee $ 201,507 $ 1,131 $ 747
Cleveland County, North Carolina $ 201,241 $ 1,129 $ 891
Columbia County, Pennsylvania $ 200,868 $ 1,127 $ 801
Douglas County, Wisconsin $ 200,867 $ 1,127 $ 753
Shoshone County, Idaho $ 200,822 $ 1,127 $ 787
Woodbury County, Iowa $ 200,603 $ 1,126 $ 742
Yadkin County, North Carolina $ 200,408 $ 1,125 $ 745
Pepin County, Wisconsin $ 200,313 $ 1,124 $ 780
Wilson County, North Carolina $ 200,249 $ 1,124 $ 665
Eddy County, New Mexico $ 200,227 $ 1,124 $ 794
Polk County, Minnesota $ 200,172 $ 1,123 $ 812
Erie County, Pennsylvania $ 200,140 $ 1,123 $ 767
Daviess County, Indiana $ 200,002 $ 1,122 $ 722
Humphreys County, Tennessee $ 199,931 $ 1,122 $ 684
Juniata County, Pennsylvania $ 199,751 $ 1,121 $ 772
Unicoi County, Tennessee $ 199,693 $ 1,121 $ 730
Scott County, Kansas $ 199,678 $ 1,121 $ 669
Finney County, Kansas $ 199,432 $ 1,119 $ 795
Custer County, Oklahoma $ 199,407 $ 1,119 $ 716
Tuscarawas County, Ohio $ 199,345 $ 1,119 $ 699
Bristol city, Virginia $ 199,307 $ 1,118 $ 692
St. James Parish, Louisiana $ 199,280 $ 1,118 $ 797
Todd County, Minnesota $ 199,249 $ 1,118 $ 776
Kankakee County, Illinois $ 199,170 $ 1,118 $ 810
Lincoln County, Georgia $ 199,097 $ 1,117 $ 724
Benton County, Iowa $ 199,053 $ 1,117 $ 772
Rapides Parish, Louisiana $ 198,966 $ 1,117 $ 740
Jasper County, Indiana $ 198,842 $ 1,116 $ 774
Mountrail County, North Dakota $ 198,840 $ 1,116 $ 798
Ingham County, Michigan $ 198,778 $ 1,116 $ 782
Martin County, Texas $ 198,744 $ 1,115 $ 778
Putnam County, Ohio $ 198,717 $ 1,115 $ 790
Armstrong County, Texas $ 198,691 $ 1,115 $ 813
White County, Arkansas $ 198,679 $ 1,115 $ 641
Rosebud County, Montana $ 198,655 $ 1,115 $ 666
Ottawa County, Ohio $ 198,622 $ 1,115 $ 773
Terrebonne Parish, Louisiana $ 198,612 $ 1,115 $ 717
Polk County, Missouri $ 198,349 $ 1,113 $ 777
Tate County, Mississippi $ 197,748 $ 1,110 $ 745
Franklin County, Kansas $ 197,672 $ 1,109 $ 724
Lincoln County, Nebraska $ 197,579 $ 1,109 $ 761
Lyon County, Kentucky $ 197,569 $ 1,109 $ 774
Bibb County, Georgia $ 197,485 $ 1,108 $ 647
Taylor County, Wisconsin $ 197,189 $ 1,107 $ 752
Clinton County, New York $ 197,056 $ 1,106 $ 724
St. Francois County, Missouri $ 196,998 $ 1,106 $ 633
Montgomery County, Missouri $ 196,864 $ 1,105 $ 642
Moniteau County, Missouri $ 196,797 $ 1,104 $ 720
Houston County, Alabama $ 196,681 $ 1,104 $ 705
White County, Tennessee $ 196,637 $ 1,104 $ 711
Carter County, Missouri $ 196,596 $ 1,103 $ 723
Wilkin County, Minnesota $ 196,450 $ 1,102 $ 707
Overton County, Tennessee $ 196,351 $ 1,102 $ 720
Lincoln County, Nevada $ 196,273 $ 1,101 $ 733
Arthur County, Nebraska $ 196,187 $ 1,101 $ 642
Delaware County, New York $ 196,125 $ 1,101 $ 748
Washington County, Iowa $ 196,049 $ 1,100 $ 743
Ray County, Missouri $ 195,988 $ 1,100 $ 730
Pickett County, Tennessee $ 195,921 $ 1,099 $ 773
Lafayette County, Wisconsin $ 195,627 $ 1,098 $ 741
Calloway County, Kentucky $ 195,588 $ 1,098 $ 733
Goliad County, Texas $ 195,459 $ 1,097 $ 658
Adams County, Wisconsin $ 195,237 $ 1,096 $ 723
DeWitt County, Texas $ 195,236 $ 1,096 $ 651
Wayne County, Michigan $ 195,194 $ 1,095 $ 749
El Paso County, Texas $ 195,166 $ 1,095 $ 729
Shiawassee County, Michigan $ 194,938 $ 1,094 $ 845
Barry County, Missouri $ 194,855 $ 1,094 $ 678
East Feliciana Parish, Louisiana $ 194,850 $ 1,093 $ 734
Woodward County, Oklahoma $ 194,802 $ 1,093 $ 709
Yates County, New York $ 194,797 $ 1,093 $ 739
Genesee County, Michigan $ 194,715 $ 1,093 $ 714
Archer County, Texas $ 194,695 $ 1,093 $ 817
Grady County, Oklahoma $ 194,549 $ 1,092 $ 726
Stutsman County, North Dakota $ 194,525 $ 1,092 $ 739
Turner County, South Dakota $ 194,474 $ 1,091 $ 722
Dillingham Census Area, Alaska $ 194,422 $ 1,091 $ 758
Vanderburgh County, Indiana $ 194,404 $ 1,091 $ 744
St. Clair County, Illinois $ 194,237 $ 1,090 $ 741
Ross County, Ohio $ 194,198 $ 1,090 $ 703
Montgomery County, Ohio $ 194,008 $ 1,089 $ 735
Macon County, Tennessee $ 194,004 $ 1,089 $ 702
Shelby County, Ohio $ 193,947 $ 1,088 $ 753
Newton County, Arkansas $ 193,936 $ 1,088 $ 650
Bradford County, Pennsylvania $ 193,920 $ 1,088 $ 756
Cheboygan County, Michigan $ 193,873 $ 1,088 $ 755
Iowa County, Iowa $ 193,869 $ 1,088 $ 770
Hawkins County, Tennessee $ 193,859 $ 1,088 $ 690
Edgefield County, South Carolina $ 193,740 $ 1,087 $ 708
Richland County, Wisconsin $ 193,545 $ 1,086 $ 732
Thomas County, Nebraska $ 193,402 $ 1,085 $ 596
Nemaha County, Kansas $ 193,399 $ 1,085 $ 750
Borden County, Texas $ 193,347 $ 1,085 $ 835
Grant County, South Dakota $ 193,129 $ 1,084 $ 705
Howard County, Indiana $ 193,110 $ 1,084 $ 618
Liberty County, Texas $ 193,092 $ 1,084 $ 1,031
Pulaski County, Kentucky $ 193,079 $ 1,084 $ 591
Tioga County, Pennsylvania $ 193,052 $ 1,083 $ 761
Carter County, Tennessee $ 192,993 $ 1,083 $ 669
Oneida County, New York $ 192,992 $ 1,083 $ 740
Grant County, Kentucky $ 192,835 $ 1,082 $ 734
Florence County, South Carolina $ 192,780 $ 1,082 $ 719
Marshall County, Indiana $ 192,566 $ 1,081 $ 746
San Juan County, New Mexico $ 192,478 $ 1,080 $ 805
Hopkins County, Texas $ 192,403 $ 1,080 $ 639
Mercer County, North Dakota $ 192,367 $ 1,080 $ 843
Wyandotte County, Kansas $ 192,232 $ 1,079 $ 650
Luzerne County, Pennsylvania $ 192,147 $ 1,078 $ 721
Shawano County, Wisconsin $ 192,113 $ 1,078 $ 729
Shawnee County, Kansas $ 191,969 $ 1,077 $ 656
Murray County, Minnesota $ 191,870 $ 1,077 $ 678
Calhoun County, Alabama $ 191,741 $ 1,076 $ 614
Clark County, Ohio $ 191,642 $ 1,075 $ 678
Clearwater County, Minnesota $ 191,615 $ 1,075 $ 714
San Juan County, Utah $ 191,535 $ 1,075 $ 750
Otoe County, Nebraska $ 191,504 $ 1,075 $ 720
Johnson County, Tennessee $ 191,482 $ 1,075 $ 762
Somerset County, Maryland $ 191,428 $ 1,074 $ 702
Ramsey County, North Dakota $ 191,345 $ 1,074 $ 720
Alger County, Michigan $ 191,343 $ 1,074 $ 756
Pierce County, Nebraska $ 191,124 $ 1,073 $ 668
Jefferson County, Indiana $ 190,899 $ 1,071 $ 718
Poweshiek County, Iowa $ 190,761 $ 1,071 $ 731
Mason County, Kentucky $ 190,570 $ 1,069 $ 749
Decatur County, Indiana $ 190,514 $ 1,069 $ 720
Gilchrist County, Florida $ 190,482 $ 1,069 $ 679
Orange County, Texas $ 190,455 $ 1,069 $ 777
Nacogdoches County, Texas $ 190,109 $ 1,067 $ 590
Jo Daviess County, Illinois $ 189,900 $ 1,066 $ 756
Wells County, Indiana $ 189,800 $ 1,065 $ 696
Roberts County, Texas $ 189,704 $ 1,065 $ 717
Lincoln Parish, Louisiana $ 189,655 $ 1,064 $ 720
Wayne County, New York $ 189,621 $ 1,064 $ 704
Jackson County, Kansas $ 189,611 $ 1,064 $ 723
Wabaunsee County, Kansas $ 189,611 $ 1,064 $ 797
St. Bernard Parish, Louisiana $ 189,588 $ 1,064 $ 754
Roseau County, Minnesota $ 189,579 $ 1,064 $ 720
Harney County, Oregon $ 189,517 $ 1,064 $ 783
Crawford County, Wisconsin $ 189,510 $ 1,064 $ 705
Nome Census Area, Alaska $ 189,434 $ 1,063 $ 775
Athens County, Ohio $ 189,302 $ 1,062 $ 711
Boone County, Nebraska $ 189,225 $ 1,062 $ 654
Rutherford County, North Carolina $ 189,203 $ 1,062 $ 855
Miller County, Missouri $ 189,096 $ 1,061 $ 748
Caddo Parish, Louisiana $ 189,074 $ 1,061 $ 716
Stone County, Mississippi $ 189,021 $ 1,061 $ 644
Wayne County, Nebraska $ 188,972 $ 1,060 $ 716
Forrest County, Mississippi $ 188,956 $ 1,060 $ 647
Mecklenburg County, Virginia $ 188,948 $ 1,060 $ 769
Lafourche Parish, Louisiana $ 188,619 $ 1,059 $ 722
Auglaize County, Ohio $ 188,549 $ 1,058 $ 748
Hillsdale County, Michigan $ 188,547 $ 1,058 $ 702
Clinton County, Pennsylvania $ 188,461 $ 1,058 $ 729
Clinton County, Illinois $ 188,444 $ 1,058 $ 725
Fall River County, South Dakota $ 188,432 $ 1,057 $ 708
Gray County, Kansas $ 188,352 $ 1,057 $ 712
Effingham County, Illinois $ 188,350 $ 1,057 $ 734
Boone County, Iowa $ 188,274 $ 1,057 $ 696
Stanton County, Nebraska $ 188,213 $ 1,056 $ 642
Lincoln County, Wisconsin $ 188,208 $ 1,056 $ 731
St. John the Baptist Parish, Louisiana $ 188,158 $ 1,056 $ 771
Manistee County, Michigan $ 188,147 $ 1,056 $ 697
Levy County, Florida $ 187,802 $ 1,054 $ 665
Grundy County, Iowa $ 187,721 $ 1,053 $ 653
Clinton County, Ohio $ 187,670 $ 1,053 $ 711
Calhoun County, Michigan $ 187,621 $ 1,053 $ 820
Sully County, South Dakota $ 187,603 $ 1,053 $ 677
Bottineau County, North Dakota $ 187,371 $ 1,052 $ 732
McDowell County, North Carolina $ 187,362 $ 1,051 $ 706
Isabella County, Michigan $ 187,348 $ 1,051 $ 692
Huntingdon County, Pennsylvania $ 187,344 $ 1,051 $ 715
Montague County, Texas $ 187,275 $ 1,051 $ 641
Shelby County, Indiana $ 186,934 $ 1,049 $ 739
Charles Mix County, South Dakota $ 186,912 $ 1,049 $ 662
Forest County, Wisconsin $ 186,907 $ 1,049 $ 679
Cherokee County, Alabama $ 186,789 $ 1,048 $ 708
Andrew County, Missouri $ 186,788 $ 1,048 $ 761
Dade County, Georgia $ 186,757 $ 1,048 $ 714
Colbert County, Alabama $ 186,702 $ 1,048 $ 667
Lea County, New Mexico $ 186,671 $ 1,048 $ 764
Brown County, Minnesota $ 186,653 $ 1,047 $ 737
Logan County, Ohio $ 186,540 $ 1,047 $ 728
Grant County, Minnesota $ 186,526 $ 1,047 $ 662
Howard County, Missouri $ 186,250 $ 1,045 $ 728
Madison County, Illinois $ 186,226 $ 1,045 $ 718
Ogle County, Illinois $ 186,205 $ 1,045 $ 728
Mercer County, Pennsylvania $ 186,157 $ 1,045 $ 726
Dodge County, Nebraska $ 185,934 $ 1,043 $ 681
Bosque County, Texas $ 185,926 $ 1,043 $ 724
Adams County, Indiana $ 185,899 $ 1,043 $ 734
Pottawatomie County, Oklahoma $ 185,721 $ 1,042 $ 749
Jasper County, Missouri $ 185,415 $ 1,041 $ 718
Mackinac County, Michigan $ 185,351 $ 1,040 $ 725
Dallas County, Missouri $ 185,334 $ 1,040 $ 719
Crawford County, Georgia $ 185,190 $ 1,039 $ 617
Grainger County, Tennessee $ 185,159 $ 1,039 $ 700
Florence County, Wisconsin $ 184,954 $ 1,038 $ 675
Sangamon County, Illinois $ 184,874 $ 1,037 $ 699
Ector County, Texas $ 184,837 $ 1,037 $ 781
Gasconade County, Missouri $ 184,811 $ 1,037 $ 728
Menard County, Illinois $ 184,755 $ 1,037 $ 725
Spencer County, Indiana $ 184,745 $ 1,037 $ 688
Noble County, Indiana $ 184,617 $ 1,036 $ 684
Montgomery County, Alabama $ 184,351 $ 1,035 $ 752
Chester County, Tennessee $ 184,287 $ 1,034 $ 667
Glacier County, Montana $ 184,171 $ 1,034 $ 615
Champaign County, Ohio $ 184,155 $ 1,033 $ 701
Gaines County, Texas $ 184,037 $ 1,033 $ 754
Jefferson County, Texas $ 183,988 $ 1,033 $ 699
Houston County, Tennessee $ 183,891 $ 1,032 $ 720
Calhoun County, Illinois $ 183,884 $ 1,032 $ 656
Eureka County, Nevada $ 183,808 $ 1,032 $ 834
Freestone County, Texas $ 183,767 $ 1,031 $ 624
Bradford County, Florida $ 183,764 $ 1,031 $ 664
Angelina County, Texas $ 183,498 $ 1,030 $ 590
Matagorda County, Texas $ 183,498 $ 1,030 $ 684
Cleburne County, Arkansas $ 183,396 $ 1,029 $ 646
Marion County, Arkansas $ 183,396 $ 1,029 $ 676
Brown County, Ohio $ 183,369 $ 1,029 $ 716
Polk County, Georgia $ 183,186 $ 1,028 $ 667
Schley County, Georgia $ 183,186 $ 1,028 $ 738
Marshall County, South Dakota $ 183,044 $ 1,027 $ 654
Coos County, New Hampshire $ 182,985 $ 1,027 $ 723
Newaygo County, Michigan $ 182,914 $ 1,026 $ 680
Young County, Texas $ 182,823 $ 1,026 $ 652
Murray County, Georgia $ 182,792 $ 1,026 $ 655
Schoharie County, New York $ 182,710 $ 1,025 $ 713
Buchanan County, Iowa $ 182,678 $ 1,025 $ 707
Livingston County, New York $ 182,674 $ 1,025 $ 693
Allegany County, Maryland $ 182,655 $ 1,025 $ 756
Bedford County, Pennsylvania $ 182,630 $ 1,025 $ 709
Hickman County, Tennessee $ 182,551 $ 1,024 $ 689
Marion County, Tennessee $ 182,529 $ 1,024 $ 682
Baxter County, Arkansas $ 182,474 $ 1,024 $ 688
Wadena County, Minnesota $ 182,200 $ 1,022 $ 690
Powder River County, Montana $ 182,183 $ 1,022 $ 785
Modoc County, California $ 182,109 $ 1,022 $ 811
Delaware County, Iowa $ 182,056 $ 1,022 $ 697
Roger Mills County, Oklahoma $ 182,011 $ 1,021 $ 671
Rowan County, Kentucky $ 181,853 $ 1,021 $ 659
Tift County, Georgia $ 181,803 $ 1,020 $ 673
Campbell County, Tennessee $ 181,600 $ 1,019 $ 690
Phelps County, Nebraska $ 181,378 $ 1,018 $ 695
Okeechobee County, Florida $ 181,311 $ 1,017 $ 651
Adams County, Nebraska $ 181,251 $ 1,017 $ 684
Natchitoches Parish, Louisiana $ 181,218 $ 1,017 $ 701
Richland County, Ohio $ 181,101 $ 1,016 $ 682
Comanche County, Oklahoma $ 181,096 $ 1,016 $ 622
Kalkaska County, Michigan $ 181,090 $ 1,016 $ 680
Jersey County, Illinois $ 181,049 $ 1,016 $ 741
Carroll County, Ohio $ 180,967 $ 1,016 $ 657
Greenwood County, South Carolina $ 180,953 $ 1,015 $ 730
Crawford County, Arkansas $ 180,912 $ 1,015 $ 649
Jones County, Georgia $ 180,880 $ 1,015 $ 761
Franklin County, Georgia $ 180,834 $ 1,015 $ 660
Divide County, North Dakota $ 180,784 $ 1,015 $ 581
Hocking County, Ohio $ 180,766 $ 1,014 $ 715
Geary County, Kansas $ 180,744 $ 1,014 $ 697
Rusk County, Texas $ 180,696 $ 1,014 $ 689
Winnebago County, Illinois $ 180,668 $ 1,014 $ 688
Cabell County, West Virginia $ 180,511 $ 1,013 $ 594
Preble County, Ohio $ 180,496 $ 1,013 $ 692
Fulton County, Ohio $ 180,183 $ 1,011 $ 702
Washington County, Florida $ 180,157 $ 1,011 $ 675
Greene County, Arkansas $ 180,103 $ 1,011 $ 638
Lawrence County, Tennessee $ 180,024 $ 1,010 $ 676
Allen County, Ohio $ 180,021 $ 1,010 $ 649
Tazewell County, Illinois $ 180,008 $ 1,010 $ 677
Baldwin County, Georgia $ 180,004 $ 1,010 $ 705
Gallatin County, Kentucky $ 179,867 $ 1,009 $ 700
Aleutians East Borough, Alaska $ 179,706 $ 1,008 $ 664
Ashland County, Ohio $ 179,636 $ 1,008 $ 676
Juneau County, Wisconsin $ 179,358 $ 1,007 $ 677
Pettis County, Missouri $ 179,320 $ 1,006 $ 686
Northumberland County, Pennsylvania $ 179,280 $ 1,006 $ 772
York County, Nebraska $ 179,226 $ 1,006 $ 673
St. Joseph County, Michigan $ 179,226 $ 1,006 $ 686
Muscatine County, Iowa $ 179,196 $ 1,006 $ 668
Nobles County, Minnesota $ 179,019 $ 1,005 $ 667
Marshall County, Kentucky $ 178,948 $ 1,004 $ 716
Ralls County, Missouri $ 178,918 $ 1,004 $ 717
Foster County, North Dakota $ 178,740 $ 1,003 $ 703
Carroll County, Iowa $ 178,698 $ 1,003 $ 685
Muskingum County, Ohio $ 178,632 $ 1,002 $ 682
Saline County, Kansas $ 178,627 $ 1,002 $ 705
Madison County, Arkansas $ 178,620 $ 1,002 $ 649
Schuyler County, New York $ 178,586 $ 1,002 $ 659
Grady County, Georgia $ 178,482 $ 1,002 $ 666
Barren County, Kentucky $ 178,420 $ 1,001 $ 660
Nodaway County, Missouri $ 178,249 $ 1,000 $ 674
Blount County, Alabama $ 178,127 $ 1,000 $ 691
Etowah County, Alabama $ 177,846 $ 998 $ 713
Kimble County, Texas $ 177,696 $ 997 $ 810
Dakota County, Nebraska $ 177,486 $ 996 $ 658
Essex County, Vermont $ 177,372 $ 995 $ 737
Washington County, Kentucky $ 177,363 $ 995 $ 642
Allamakee County, Iowa $ 177,330 $ 995 $ 658
Jasper County, Iowa $ 177,206 $ 994 $ 677
Piatt County, Illinois $ 177,190 $ 994 $ 702
Buckingham County, Virginia $ 177,187 $ 994 $ 700
Warren County, Tennessee $ 177,160 $ 994 $ 667
Larue County, Kentucky $ 177,126 $ 994 $ 667
Iberville Parish, Louisiana $ 177,093 $ 994 $ 664
Osage County, Oklahoma $ 176,856 $ 992 $ 660
Jackson County, Indiana $ 176,796 $ 992 $ 676
Wheatland County, Montana $ 176,788 $ 992 $ 678
Pearl River County, Mississippi $ 176,560 $ 991 $ 739
Carroll County, Indiana $ 176,398 $ 990 $ 697
Pointe Coupee Parish, Louisiana $ 176,388 $ 990 $ 753
Beckham County, Oklahoma $ 176,383 $ 990 $ 652
Marion County, Missouri $ 176,374 $ 990 $ 687
Bowie County, Texas $ 176,158 $ 989 $ 604
Bowman County, North Dakota $ 176,015 $ 988 $ 718
Stephens County, Georgia $ 175,992 $ 988 $ 678
Union County, Florida $ 175,974 $ 988 $ 629
Lawrence County, Pennsylvania $ 175,930 $ 987 $ 599
Boone County, Arkansas $ 175,887 $ 987 $ 651
Haakon County, South Dakota $ 175,723 $ 986 $ 602
Benton County, Missouri $ 175,570 $ 985 $ 653
Allen County, Kentucky $ 175,514 $ 985 $ 640
Oceana County, Michigan $ 175,497 $ 985 $ 649
Jones County, Iowa $ 175,445 $ 985 $ 681
Montgomery County, Indiana $ 175,386 $ 984 $ 683
Montgomery County, Kentucky $ 175,382 $ 984 $ 647
Hardin County, Texas $ 175,326 $ 984 $ 662
Pontotoc County, Oklahoma $ 175,232 $ 983 $ 688
Crittenden County, Arkansas $ 175,213 $ 983 $ 656
Mecosta County, Michigan $ 174,965 $ 982 $ 653
Clark County, Wisconsin $ 174,932 $ 982 $ 662
Sutton County, Texas $ 174,862 $ 981 $ 539
Thomas County, Kansas $ 174,810 $ 981 $ 647
Pendleton County, Kentucky $ 174,810 $ 981 $ 674
Merrick County, Nebraska $ 174,796 $ 981 $ 595
Scotts Bluff County, Nebraska $ 174,670 $ 980 $ 647
Clay County, Tennessee $ 174,582 $ 980 $ 612
Henry County, Kentucky $ 174,523 $ 979 $ 680
Mower County, Minnesota $ 174,438 $ 979 $ 669
Pope County, Arkansas $ 174,437 $ 979 $ 660
Sanilac County, Michigan $ 174,299 $ 978 $ 647
Lowndes County, Mississippi $ 174,232 $ 978 $ 668
Conejos County, Colorado $ 173,935 $ 976 $ 664
Delta County, Texas $ 173,615 $ 974 $ 594
Pike County, Alabama $ 173,409 $ 973 $ 672
Traill County, North Dakota $ 173,403 $ 973 $ 708
Henry County, Ohio $ 173,360 $ 973 $ 669
Montgomery County, North Carolina $ 173,342 $ 973 $ 657
DeKalb County, Indiana $ 173,335 $ 973 $ 667
Douglas County, Missouri $ 173,026 $ 971 $ 678
Genesee County, New York $ 172,872 $ 970 $ 650
Guthrie County, Iowa $ 172,791 $ 970 $ 642
Caswell County, North Carolina $ 172,775 $ 970 $ 620
Cortland County, New York $ 172,739 $ 969 $ 658
Hand County, South Dakota $ 172,683 $ 969 $ 622
Buchanan County, Missouri $ 172,677 $ 969 $ 703
Dyer County, Tennessee $ 172,577 $ 968 $ 649
San Miguel County, New Mexico $ 172,514 $ 968 $ 681
Jackson County, Iowa $ 172,356 $ 967 $ 630
Ottawa County, Kansas $ 172,348 $ 967 $ 585
Newton County, Missouri $ 172,279 $ 967 $ 704
Palo Pinto County, Texas $ 172,164 $ 966 $ 618
Cocke County, Tennessee $ 172,004 $ 965 $ 642
Kingsbury County, South Dakota $ 171,993 $ 965 $ 615
Aroostook County, Maine $ 171,944 $ 965 $ 714
Pershing County, Nevada $ 171,831 $ 964 $ 632
Richmond County, Georgia $ 171,765 $ 964 $ 754
Camp County, Texas $ 171,759 $ 964 $ 584
Grant County, Kansas $ 171,733 $ 964 $ 684
Somerset County, Maine $ 171,668 $ 963 $ 683
Jackson County, Tennessee $ 171,574 $ 963 $ 660
Butler County, Nebraska $ 171,505 $ 962 $ 632
Shelby County, Iowa $ 171,486 $ 962 $ 596
San Jacinto County, Texas $ 171,412 $ 962 $ 645
Blair County, Pennsylvania $ 171,143 $ 960 $ 658
Wythe County, Virginia $ 171,113 $ 960 $ 672
Perry County, Ohio $ 171,100 $ 960 $ 614
Adair County, Missouri $ 171,017 $ 960 $ 657
Lucas County, Ohio $ 170,902 $ 959 $ 665
Lewis County, New York $ 170,879 $ 959 $ 638
Hardin County, Tennessee $ 170,715 $ 958 $ 685
Henderson County, Kentucky $ 170,590 $ 957 $ 689
Sussex County, Virginia $ 170,576 $ 957 $ 635
Tipton County, Indiana $ 170,489 $ 957 $ 637
Gibson County, Indiana $ 170,464 $ 957 $ 641
Giles County, Virginia $ 170,440 $ 956 $ 639
Suwannee County, Florida $ 170,349 $ 956 $ 598
Missaukee County, Michigan $ 170,304 $ 956 $ 657
Cameron Parish, Louisiana $ 170,286 $ 956 $ 580
Polk County, Texas $ 170,275 $ 956 $ 670
Holt County, Nebraska $ 170,240 $ 955 $ 626
Keith County, Nebraska $ 170,240 $ 955 $ 670
Milam County, Texas $ 170,140 $ 955 $ 598
Cedar County, Nebraska $ 169,986 $ 954 $ 605
Cuming County, Nebraska $ 169,860 $ 953 $ 641
Clark County, Idaho $ 169,807 $ 953 $ 727
LaSalle County, Illinois $ 169,754 $ 953 $ 710
Leon County, Texas $ 169,735 $ 953 $ 642
Lyman County, South Dakota $ 169,644 $ 952 $ 568
Cedar County, Missouri $ 169,410 $ 951 $ 507
Shannon County, Missouri $ 169,410 $ 951 $ 638
Linn County, Kansas $ 169,174 $ 949 $ 585
Clayton County, Iowa $ 169,123 $ 949 $ 649
Petroleum County, Montana $ 168,978 $ 948 $ 900
Cherokee County, Oklahoma $ 168,965 $ 948 $ 646
Harvey County, Kansas $ 168,927 $ 948 $ 671
Claiborne County, Tennessee $ 168,853 $ 948 $ 639
Murray County, Oklahoma $ 168,709 $ 947 $ 666
Hendry County, Florida $ 168,618 $ 946 $ 592
Owen County, Indiana $ 168,550 $ 946 $ 647
Darke County, Ohio $ 168,464 $ 945 $ 637
Wayne County, Georgia $ 168,382 $ 945 $ 635
Ashtabula County, Ohio $ 168,213 $ 944 $ 686
Freeborn County, Minnesota $ 168,077 $ 943 $ 622
Gage County, Nebraska $ 167,835 $ 942 $ 616
Huron County, Ohio $ 167,711 $ 941 $ 673
Wyandot County, Ohio $ 167,711 $ 941 $ 664
Crawford County, Missouri $ 167,615 $ 941 $ 619
Hopewell city, Virginia $ 167,549 $ 940 $ 650
Polk County, Tennessee $ 167,523 $ 940 $ 615
Box Butte County, Nebraska $ 167,455 $ 940 $ 642
Iberia Parish, Louisiana $ 167,433 $ 940 $ 644
Hyde County, North Carolina $ 167,394 $ 939 $ 667
Decatur County, Georgia $ 167,275 $ 939 $ 629
Hinds County, Mississippi $ 167,209 $ 938 $ 591
Curry County, New Mexico $ 167,116 $ 938 $ 652
Taylor County, Kentucky $ 166,930 $ 937 $ 638
Hardy County, West Virginia $ 166,918 $ 937 $ 674
Dawes County, Nebraska $ 166,822 $ 936 $ 622
Wichita County, Texas $ 166,805 $ 936 $ 659
Day County, South Dakota $ 166,743 $ 936 $ 573
Mahoning County, Ohio $ 166,708 $ 936 $ 582
Barnes County, North Dakota $ 166,703 $ 936 $ 643
Martin County, Indiana $ 166,668 $ 935 $ 648
Clay County, Iowa $ 166,636 $ 935 $ 640
Bates County, Missouri $ 166,584 $ 935 $ 625
Mayes County, Oklahoma $ 166,535 $ 935 $ 592
Wyoming County, New York $ 166,494 $ 934 $ 617
Lawrence County, Alabama $ 166,441 $ 934 $ 629
Henry County, Missouri $ 166,330 $ 933 $ 615
Blaine County, Montana $ 166,138 $ 932 $ 524
Burleson County, Texas $ 166,111 $ 932 $ 644
Alcona County, Michigan $ 166,043 $ 932 $ 632
Switzerland County, Indiana $ 166,027 $ 932 $ 599
Carter County, Montana $ 165,996 $ 932 $ 632
Cerro Gordo County, Iowa $ 165,890 $ 931 $ 644
Beauregard Parish, Louisiana $ 165,889 $ 931 $ 669
Piscataquis County, Maine $ 165,586 $ 929 $ 615
Fulton County, New York $ 165,431 $ 928 $ 624
Beadle County, South Dakota $ 165,362 $ 928 $ 626
Hutchinson County, South Dakota $ 165,362 $ 928 $ 578
Chickasaw County, Iowa $ 165,268 $ 927 $ 602
Putnam County, Illinois $ 165,224 $ 927 $ 652
DeKalb County, Missouri $ 165,144 $ 927 $ 633
Monroe County, Missouri $ 165,124 $ 927 $ 634
Keweenaw County, Michigan $ 165,111 $ 927 $ 755
